latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
34.05614,-118.63229,348.44,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,297.28,5.6,N,0
34.05542,-118.62811,345.71,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,295.35,5.6,N,0
34.05468,-118.62387,325.12,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,289.52,2.43,N,0
34.04623,-118.57559,349.59,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,304.02,28.44,N,0
34.04547,-118.57128,332.69,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,316.5,37.3,N,0
34.04471,-118.56696,345.13,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,291.61,37.3,N,0
34.04395,-118.56258,345.59,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,295.86,27.3,N,0
34.04318,-118.55824,340.24,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.03,27.3,N,0
34.04243,-118.55393,346.96,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,298.82,17.37,N,0
34.0409,-118.54521,345.99,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,304.13,31.69,N,0
34.04015,-118.54089,350.84,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,296.06,31.69,N,0
34.03938,-118.53651,329.91,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,308.26,59.8,N,0
34.03864,-118.53225,342.28,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,330.8,59.8,N,0
34.03711,-118.52361,335.12,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,319.35,110.31,N,0
34.03635,-118.51925,333.99,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.43,3.56,N,0
34.06069,-118.65836,316.9,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.46,5.59,N,0
34.05394,-118.61961,311.01,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.73,2.43,N,0
34.047,-118.57999,316.66,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.19,28.44,N,0
34.03559,-118.51488,314.1,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.72,3.56,N,0
34.03482,-118.51054,305,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.9,0.99,N,0
34.03407,-118.50623,298.62,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.11,0.99,N,0
34.05656,-118.65472,351.16,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,293.38,5.59,N,0
34.05581,-118.6504,354.73,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,293.68,96.72,N,0
34.05505,-118.64607,367,0.4,0.37,2025-01-08,0949,N20,VIIRS,h,2,297.61,96.72,N,0
34.05427,-118.64162,356.16,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,296.23,37.33,N,0
34.0535,-118.63721,367,0.4,0.37,2025-01-08,0949,N20,VIIRS,h,2,296.78,37.33,N,0
34.05278,-118.63303,344.78,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,293.47,5.6,N,0
34.05205,-118.62885,324.69,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.91,5.6,N,0
34.04362,-118.58072,333.86,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,288.42,28.44,N,0
34.04286,-118.57636,332.3,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,317.43,28.44,N,0
34.0421,-118.57201,352.61,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,291.78,37.3,N,0
34.03982,-118.55901,351.84,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,293.59,27.3,N,0
34.03906,-118.55466,331.37,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.98,17.37,N,0
34.0383,-118.55031,325.24,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.6,17.37,N,0
34.03527,-118.53303,349.56,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,297.32,59.8,N,0
34.03451,-118.52872,349.85,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,308.53,110.31,N,0
34.03375,-118.52438,343.36,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,291.29,110.31,N,0
34.05809,-118.66348,302.34,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.02,1,N,0
34.05732,-118.65907,316.2,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.78,5.59,N,0
34.05131,-118.62458,317.91,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.07,2.43,N,0
34.05056,-118.62031,313.41,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.65,2.43,N,0
34.0498,-118.61596,304.28,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.42,4.08,N,0
34.03298,-118.52003,316.62,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.47,3.56,N,0
34.03223,-118.51571,306.71,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.22,3.56,N,0
34.03147,-118.51138,301.35,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.54,0.99,N,0
34.0307,-118.50705,296.81,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.11,0.99,N,0
34.05569,-118.65795,343.49,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.47,91.74,N,0
34.05494,-118.65359,343.58,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,306.3,91.74,N,0
34.0542,-118.64929,355.78,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,294.86,28.15,N,0
34.05346,-118.64495,355.65,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,296.38,28.15,N,0
34.0527,-118.6405,350.78,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,295.06,10.16,N,0
34.05195,-118.63614,351.38,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,295.9,10.16,N,0
34.05122,-118.63196,333.39,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,290.27,2.5,N,0
34.04222,-118.57953,338.82,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,293.15,48.25,N,0
34.03923,-118.56216,331.51,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.5,6.65,N,0
34.03848,-118.55781,347.17,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.92,6.65,N,0
34.034,-118.53183,334.46,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,288.99,1.75,N,0
34.03326,-118.52753,347.99,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,299.19,5.45,N,0
34.03251,-118.52318,329.91,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.77,5.45,N,0
34.05719,-118.66678,299.22,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,282.37,7.58,N,0
34.05643,-118.66234,312,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.81,7.58,N,0
34.0505,-118.62774,315.01,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.96,2.5,N,0
34.04976,-118.62347,314.82,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.28,8.87,N,0
34.04902,-118.61916,308.82,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.8,8.87,N,0
34.04828,-118.6148,305,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.61,1.59,N,0
34.04073,-118.57084,315.07,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.13,1.91,N,3
34.03998,-118.56651,316.71,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.75,1.91,N,3
34.03773,-118.55348,309.98,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.87,1.35,N,0
34.03699,-118.54912,309.58,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.49,1.35,N,3
34.03624,-118.54479,308.73,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.34,0.74,N,3
34.03549,-118.54046,312.44,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.07,0.74,N,3
34.03474,-118.53613,318.43,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.02,1.75,N,3
34.03175,-118.51881,305.04,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.39,0.44,N,0
34.03101,-118.51448,297.48,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.54,0.44,N,0
34.05307,-118.66303,340.82,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.5,7.58,N,0
34.05157,-118.65428,341.33,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,308.64,91.74,N,0
34.05083,-118.64999,347.4,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,303.37,28.15,N,0
34.05009,-118.64568,350.04,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,299.7,28.15,N,0
34.04934,-118.64124,353.22,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,293.87,10.16,N,0
34.04858,-118.63689,343.39,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,292.45,10.16,N,0
34.04786,-118.6327,320.46,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.53,2.5,N,0
34.04639,-118.62417,344.84,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,292.81,8.87,N,0
34.04565,-118.61983,343.43,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,292.54,8.87,N,0
34.04037,-118.58905,341.07,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,294.2,12.86,N,0
34.05383,-118.66747,308.2,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,282.52,7.58,N,0
34.04714,-118.62845,312.67,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.5,2.5,N,0
34.0449,-118.61546,306.74,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.7,1.59,N,0
34.04187,-118.59782,312.09,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.31,9.58,N,0
34.03962,-118.58471,306.55,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.29,12.86,N,0
34.03288,-118.54559,299.86,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.82,0.74,N,3
34.03213,-118.54127,301.16,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.57,0.74,N,3
34.03138,-118.53691,304.43,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.66,1.75,N,3
34.03064,-118.53261,307.92,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.19,1.75,N,3
34.02989,-118.52826,309,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.23,5.45,N,0
34.02914,-118.52393,302.38,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.67,5.45,N,0
34.0284,-118.51962,296.43,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.04,0.44,N,0
34.04971,-118.66374,349.26,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,288.5,31.49,N,0
34.04821,-118.65499,341.73,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,320.97,504.06,N,0
34.04746,-118.65062,355.12,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,298.62,35.44,N,0
34.04673,-118.64635,353.92,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,296.07,35.44,N,0
34.04598,-118.64203,354.93,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,298.29,22.45,N,0
34.04522,-118.63763,347.17,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,300.04,22.45,N,0
34.0445,-118.63339,345.37,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,292.19,9.6,N,0
34.04377,-118.62914,336.71,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,289.11,9.6,N,0
34.04301,-118.62473,347.05,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,289.73,18.46,N,0
34.04227,-118.62048,354.29,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,301.47,18.46,N,0
34.04153,-118.61613,351.83,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,297.86,25.35,N,0
34.04076,-118.61167,339.82,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,288.96,25.35,N,0
34.04001,-118.60728,330.36,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.97,4.65,N,3
34.05121,-118.67249,297.42,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.01,0.33,N,0
34.05046,-118.66817,314.12,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.22,31.49,N,0
34.03851,-118.59853,317.18,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.4,2.35,N,3
34.037,-118.5898,303.43,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.29,1.28,N,3
34.02653,-118.52908,299.02,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.71,0.96,N,3
34.04634,-118.66444,345.53,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,293.5,31.49,N,0
34.04483,-118.65563,352.11,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,299.11,504.06,N,0
34.04411,-118.6514,351.82,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,296.09,35.44,N,0
34.04336,-118.64705,338.5,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,311.23,35.44,N,0
34.04261,-118.64272,350.96,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,296.88,22.45,N,0
34.04187,-118.63837,349.41,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,296.96,22.45,N,0
34.04111,-118.634,346.82,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,290.5,9.6,N,0
34.03965,-118.6255,348.05,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,293.66,18.46,N,0
34.03889,-118.62104,352.28,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,298.29,18.46,N,0
34.03814,-118.61668,351.19,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,300.69,25.35,N,0
34.03664,-118.60799,331.94,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.95,4.65,N,3
34.04783,-118.6731,297.43,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.77,0.33,N,0
34.0471,-118.66882,311.49,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.55,31.49,N,0
34.04039,-118.62981,315.76,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.52,9.6,N,0
34.04297,-118.6651,343.93,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,291.79,18.97,N,0
34.04222,-118.66077,352.97,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,303.73,24.81,N,0
34.04148,-118.65641,346.99,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,307.66,24.81,N,0
34.04073,-118.65208,350.36,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,299.1,85.31,N,0
34.03999,-118.64777,341.86,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,302.99,85.31,N,0
34.03925,-118.64342,323.27,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,315.93,97.16,N,0
34.03851,-118.63913,326.85,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,312.64,97.16,N,0
34.03777,-118.63483,344.63,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,288.83,6.96,N,0
34.03701,-118.63042,354.69,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,297.44,6.96,N,3
34.03627,-118.62611,325.99,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.06,2.75,N,3
34.04372,-118.66946,306.87,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.76,18.97,N,0
34.03552,-118.6218,307.78,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.76,2.75,N,3
34.03477,-118.61744,302.22,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.49,1.71,N,3
34.03886,-118.66149,344.76,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,288.11,24.81,N,0
34.03812,-118.65714,348.27,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,289.47,24.81,N,0
34.0344,-118.63554,310.26,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.19,6.96,N,3
34.03366,-118.6312,301.89,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.11,6.96,N,3
34.03328,-118.64929,320.6,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.69,1.15,N,3
34.03699,-118.67089,296.18,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.97,0.52,N,3
34.03625,-118.66656,302.63,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.32,0.52,N,3
34.03551,-118.66224,308.75,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.44,0.85,N,3
34.03476,-118.65793,314.5,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.79,0.85,N,3
34.03402,-118.65361,315.96,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.49,1.15,N,3
34.03253,-118.64496,313.13,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.12,0.75,N,3
34.03179,-118.64066,306.86,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.95,0.75,N,3
34.03104,-118.63633,300.78,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.86,1.39,N,3
34.0329,-118.66737,297.07,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.12,0.52,N,3
34.03215,-118.66306,301.4,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.14,0.85,N,3
34.03141,-118.65874,302.13,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.07,0.85,N,3
34.03067,-118.65443,303.99,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.79,1.15,N,3
34.02993,-118.65011,305.43,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.43,1.15,N,3
34.02918,-118.6458,300.07,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.94,0.75,N,3
34.02844,-118.64148,297.87,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.72,0.75,N,3
33.79262,-117.47478,311.1,0.44,0.38,2025-01-08,0949,N20,VIIRS,n,2,280.98,1.01,N,2
33.90652,-118.40475,296.74,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.51,0.59,N,2
33.85493,-118.33333,300.66,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,288.65,1.48,N,2
33.82174,-118.24512,299.65,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.31,0.6,N,2
33.71498,-117.7095,302.72,0.43,0.38,2025-01-08,0949,N20,VIIRS,n,2,283.68,0.92,N,2
33.77795,-118.23773,301.45,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,288.58,0.89,N,2
33.79419,-118.34888,296.22,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,282.14,0.25,N,2
33.61517,-117.82396,308.35,0.43,0.38,2025-01-08,0949,N20,VIIRS,n,2,282.79,1.14,N,2
33.49319,-117.61711,304.64,0.44,0.38,2025-01-08,0949,N20,VIIRS,n,2,281.94,0.8,N,2
34.01963,-117.37155,332.44,0.51,0.41,2025-01-08,2108,N20,VIIRS,n,2,295.81,10.53,D,0
34.03268,-118.51717,336.1,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,293.57,5.59,D,0
34.03625,-118.51787,344.44,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,295.38,11.03,D,0
34.03503,-118.52765,338.91,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,299.39,8.19,D,0
34.03981,-118.51858,344.06,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,299.46,11.03,D,0
34.0392,-118.52349,345.54,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,299.9,11.03,D,0
34.03859,-118.52841,350.04,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,302.56,8.19,D,0
34.04401,-118.51429,336.67,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,293.63,9.6,D,0
34.04338,-118.51927,351.11,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,303.91,21.63,D,0
34.04278,-118.52416,352.17,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,302.1,21.63,D,0
34.04216,-118.52905,350.19,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,306.05,51.97,D,0
34.04156,-118.53389,347.94,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,297.43,51.97,D,0
34.04035,-118.54366,349.67,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,306.15,113.46,D,0
34.03913,-118.5534,347.27,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,295.76,53.95,D,0
34.04451,-118.53953,367,0.46,0.39,2025-01-08,2108,N20,VIIRS,h,2,331.13,113.46,D,0
34.04819,-118.51004,345.33,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,294.18,9.6,D,0
34.04757,-118.51501,346.11,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,300.45,9.6,D,0
34.04695,-118.52,352.89,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,308.36,21.63,D,0
34.04634,-118.52486,347.57,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,305.68,21.63,D,0
34.04512,-118.53463,345.38,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,309.86,51.97,D,0
34.04268,-118.55423,350.76,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,296.77,53.95,D,0
34.04145,-118.564,340.41,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,294.83,5.52,D,3
34.05236,-118.5059,337.56,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,293.72,5.79,D,0
34.05052,-118.52064,352.13,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,303.87,10.65,D,0
34.04991,-118.52554,354.64,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,303.45,10.65,D,0
34.03583,-118.63787,328.48,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,290.95,5.14,D,3
34.04807,-118.54028,320.93,0.46,0.39,2025-01-08,2108,N20,VIIRS,l,2,321.52,60.9,D,0
34.05162,-118.54108,355.7,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,298.86,60.9,D,0
34.05101,-118.54597,349.3,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,300.79,60.9,D,0
34.04116,-118.62437,333.31,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,296.24,6.14,D,0
34.03937,-118.63868,340.8,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,299.68,5.14,D,0
34.03876,-118.64349,354.07,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,304.67,5.14,D,0
34.03755,-118.65313,340.87,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,292.43,2.78,D,0
34.0466,-118.53788,367,0.46,0.39,2025-01-08,2108,N20,VIIRS,h,2,333.97,89.21,D,0
34.04895,-118.5183,351.79,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,304.22,9.37,D,0
34.04836,-118.52322,354.99,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,303.5,9.37,D,0
34.04777,-118.52812,346.51,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,298.52,22,D,0
34.04601,-118.54282,350.73,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,318.1,89.21,D,0
34.05193,-118.52393,348.33,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,300.93,9.37,D,0
34.05016,-118.53867,346.75,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,305.04,89.21,D,0
34.04897,-118.54849,349.45,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,297.32,80.31,D,0
34.03775,-118.64129,353.86,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,306.23,10.77,D,0
34.03716,-118.64613,332.31,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,294.02,1,D,3
34.03658,-118.65097,328.04,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,290.96,1,D,3
34.05312,-118.54442,346.48,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,297.44,11.27,D,0
34.04128,-118.64223,341.26,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,298.34,4.21,D,0
34.03953,-118.65659,334.9,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,299.78,3.67,D,0
34.05668,-118.54519,345.72,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,297.29,11.27,D,0
34.06562,-118.50135,339.16,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,297.44,11.85,D,0
34.07217,-118.50771,342.37,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,299.56,22.27,D,0
34.06675,-118.55252,347.41,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,308.12,29.76,D,0
34.07031,-118.55328,350.66,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,304.87,29.76,D,0
34.06974,-118.55795,350.85,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,293.54,29.76,D,0
34.06915,-118.56274,349.66,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,301.56,20.25,D,0
34.06853,-118.56792,344.59,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,296.88,20.25,D,0
34.05835,-118.6514,338.73,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,300.9,15.28,D,0
34.07811,-118.51911,367,0.46,0.39,2025-01-08,2108,N20,VIIRS,h,2,345.32,111.18,D,0
34.07747,-118.52435,345.69,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,311.64,73.78,D,0
34.07443,-118.54934,355.07,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,301.47,15.38,D,0
34.07387,-118.55401,341.18,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,296.84,23.98,D,0
34.0733,-118.55864,341.73,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,303.88,23.98,D,0
34.07273,-118.56337,349.77,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,300.82,33.27,D,0
34.07211,-118.56845,355.75,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,301.29,33.27,D,0
34.06844,-118.59863,338.28,0.45,0.39,2025-01-08,2108,N20,VIIRS,n,2,298.26,14.11,D,0
34.07871,-118.51411,367,0.46,0.39,2025-01-08,2108,N20,VIIRS,l,2,329.14,111.18,D,0
34.07506,-118.57419,367,0.46,0.39,2025-01-08,2108,N20,VIIRS,h,2,350.81,81.72,D,0
34.08168,-118.51977,338.96,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,294.9,111.18,D,0
34.0804,-118.5303,344.9,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,310.29,73.78,D,0
34.07799,-118.5501,350.57,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,300.04,15.38,D,0
34.07743,-118.55476,350.45,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,299.5,23.98,D,0
34.07687,-118.55934,353.54,0.46,0.39,2025-01-08,2108,N20,VIIRS,n,2,300.74,23.98,D,0
