latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
34.07624,-118.56125,296.77,0.68,0.74,2025-01-01,0839,N20,VIIRS,n,2,274.64,3,N,0
34.07591,-118.55034,319.63,0.68,0.74,2025-01-01,0839,N20,VIIRS,n,2,278.35,4.66,N,0
34.43014,-118.64384,296.84,0.61,0.53,2025-01-01,1020,N20,VIIRS,n,2,275.87,0.51,N,2
34.43223,-118.64455,295.71,0.61,0.53,2025-01-01,1020,N20,VIIRS,n,2,275.46,1.01,N,2
34.33534,-118.52039,297.11,0.62,0.54,2025-01-01,1020,N20,VIIRS,n,2,280.16,1.05,N,2
34.24323,-118.38203,295.02,0.32,0.54,2025-01-01,1020,N20,VIIRS,n,2,275.53,0.22,N,2
34.15556,-118.19455,304.72,0.33,0.55,2025-01-01,1020,N20,VIIRS,n,2,278.04,0.37,N,2
34.29238,-118.80295,296.8,0.6,0.53,2025-01-01,1020,N20,VIIRS,n,2,275.93,1.1,N,2
34.07759,-118.54636,332.77,0.63,0.54,2025-01-01,1020,N20,VIIRS,n,2,285.06,4.14,N,0
34.0726,-118.54732,337.85,0.63,0.54,2025-01-01,1020,N20,VIIRS,n,2,285.94,11.15,N,0
34.07593,-118.54524,353.79,0.63,0.54,2025-01-01,1020,N20,VIIRS,n,2,289.12,19.5,N,0
33.7939,-117.47572,299.41,0.37,0.58,2025-01-01,1020,N20,VIIRS,n,2,278.21,0.5,N,2
34.61027,-117.33833,309.62,0.39,0.44,2025-01-02,1001,N20,VIIRS,n,2,273.92,2.03,N,2
34.42925,-118.64488,301.21,0.52,0.41,2025-01-02,1001,N20,VIIRS,n,2,272.79,0.91,N,2
34.33742,-118.52102,300.16,0.52,0.42,2025-01-02,1001,N20,VIIRS,n,2,279.12,1.04,N,2
34.29113,-118.80155,303.89,0.51,0.41,2025-01-02,1001,N20,VIIRS,n,2,272.98,1.28,N,2
34.15281,-118.19603,307.09,0.55,0.42,2025-01-02,1001,N20,VIIRS,n,2,278.86,1.22,N,2
33.79455,-117.47767,302.09,0.4,0.44,2025-01-02,1001,N20,VIIRS,n,2,277.81,0.55,N,2
33.85412,-118.33364,302.01,0.55,0.42,2025-01-02,1001,N20,VIIRS,n,2,287.12,1.81,N,2
33.71675,-117.71165,301.41,0.39,0.44,2025-01-02,1001,N20,VIIRS,n,2,278.77,0.72,N,2
33.61494,-117.82113,304.75,0.39,0.44,2025-01-02,1001,N20,VIIRS,n,2,280.1,0.47,N,2
33.49311,-117.6188,303.69,0.4,0.44,2025-01-02,1001,N20,VIIRS,n,2,279.8,0.7,N,2
34.43059,-118.64639,299.72,0.38,0.36,2025-01-03,0942,N20,VIIRS,n,2,268.01,0.48,N,2
34.33565,-118.52114,299.29,0.38,0.36,2025-01-03,0942,N20,VIIRS,n,2,268.24,0.6,N,2
34.29184,-118.80423,298.53,0.38,0.36,2025-01-03,0942,N20,VIIRS,n,2,267.03,0.34,N,2
33.61337,-117.82204,299.4,0.39,0.36,2025-01-03,0942,N20,VIIRS,n,2,263.21,0.63,N,2
33.49371,-117.61784,295.22,0.4,0.37,2025-01-03,0942,N20,VIIRS,n,2,267.81,0.58,N,2
34.60944,-117.33485,299.66,0.44,0.39,2025-01-04,0923,N20,VIIRS,n,2,273.49,1.37,N,2
34.43011,-118.64606,308.42,0.5,0.41,2025-01-04,0923,N20,VIIRS,n,2,275.61,1.44,N,2
34.33394,-118.52032,304.05,0.49,0.4,2025-01-04,0923,N20,VIIRS,n,2,278.62,1.44,N,2
34.32158,-118.51192,296.07,0.49,0.4,2025-01-04,0923,N20,VIIRS,n,2,279.74,0.72,N,2
34.14222,-117.42819,298.29,0.44,0.39,2025-01-04,0923,N20,VIIRS,n,2,275.07,0.69,N,2
34.29152,-118.80551,303.69,0.5,0.41,2025-01-04,0923,N20,VIIRS,n,2,271.55,0.57,N,2
34.29062,-118.80174,302.26,0.5,0.41,2025-01-04,0923,N20,VIIRS,n,2,271.52,1.05,N,2
33.82013,-118.24362,295.93,0.47,0.4,2025-01-04,0924,N20,VIIRS,n,2,284.79,0.4,N,2
34.60928,-117.34052,310,0.5,0.49,2025-01-05,0904,N20,VIIRS,n,2,275.68,1.31,N,2
34.60763,-117.33675,311.63,0.5,0.49,2025-01-05,0904,N20,VIIRS,n,2,276.29,2.5,N,2
34.15376,-118.19453,299.25,0.56,0.51,2025-01-05,0905,N20,VIIRS,n,2,268.7,0.46,N,2
34.15289,-118.19503,295.71,0.56,0.51,2025-01-05,0905,N20,VIIRS,n,2,269.05,0.61,N,2
33.79649,-117.47629,296.55,0.5,0.49,2025-01-05,0905,N20,VIIRS,n,2,277.62,1.01,N,2
33.71574,-117.71454,299.28,0.52,0.5,2025-01-05,0905,N20,VIIRS,n,2,276.92,0.84,N,2
34.61106,-117.34029,299.02,0.79,0.78,2025-01-05,1045,N20,VIIRS,n,2,267.62,1.39,N,2
34.61168,-117.3416,302.77,0.47,0.64,2025-01-06,0845,N20,VIIRS,n,2,276.38,1.11,N,2
34.60859,-117.34261,295.5,0.47,0.64,2025-01-06,0846,N20,VIIRS,n,2,274.77,1.58,N,2
34.15345,-118.20104,295.83,0.52,0.67,2025-01-06,0846,N20,VIIRS,n,2,283.94,0.88,N,2
33.82337,-118.24848,296.02,0.52,0.67,2025-01-06,0846,N20,VIIRS,n,2,281.85,0.99,N,0
33.8169,-118.24321,295.87,0.52,0.67,2025-01-06,0846,N20,VIIRS,n,2,283.37,0.99,N,2
33.7794,-118.24046,295.52,0.52,0.67,2025-01-06,0846,N20,VIIRS,n,2,284.49,0.84,N,2
33.81828,-118.24044,298.32,0.52,0.67,2025-01-06,0846,N20,VIIRS,n,2,283.25,1.57,N,2
34.4304,-118.64801,297.84,0.37,0.58,2025-01-06,1026,N20,VIIRS,n,2,278.98,0.86,N,2
34.33746,-118.52242,301.62,0.38,0.59,2025-01-06,1026,N20,VIIRS,n,2,283.01,0.63,N,2
34.15361,-118.19611,303.76,0.4,0.6,2025-01-06,1026,N20,VIIRS,n,2,281.85,1.03,N,2
34.29226,-118.80327,308.96,0.37,0.58,2025-01-06,1026,N20,VIIRS,n,2,283.25,0.78,N,2
33.85463,-118.33305,303.25,0.4,0.6,2025-01-06,1026,N20,VIIRS,n,2,288.3,1.79,N,2
33.82,-118.24437,297.51,0.41,0.6,2025-01-06,1026,N20,VIIRS,n,2,286.66,1.48,N,2
33.77333,-118.28987,295.4,0.41,0.6,2025-01-06,1026,N20,VIIRS,n,2,285.29,0.8,N,0
33.61674,-117.82381,295.37,0.44,0.62,2025-01-06,1026,N20,VIIRS,n,2,280.54,0.32,N,2
34.4299,-118.64459,311.33,0.41,0.45,2025-01-07,1007,N20,VIIRS,n,2,281.77,0.86,N,2
34.33566,-118.51929,313.03,0.42,0.45,2025-01-07,1007,N20,VIIRS,n,2,280.92,1.25,N,2
34.29366,-118.80275,310.25,0.41,0.45,2025-01-07,1007,N20,VIIRS,n,2,282.21,1.33,N,2
34.15556,-118.19301,309.21,0.44,0.46,2025-01-07,1007,N20,VIIRS,n,2,278.75,1.56,N,2
33.71464,-117.71283,298.14,0.48,0.48,2025-01-07,1007,N20,VIIRS,n,2,279.65,0.72,N,2
33.81573,-118.23775,297.45,0.45,0.47,2025-01-07,1007,N20,VIIRS,n,2,285.09,1.05,N,2
33.61427,-117.82108,295.67,0.47,0.48,2025-01-07,1008,N20,VIIRS,n,2,279.37,0.52,N,2
33.49138,-117.61953,296.84,0.49,0.48,2025-01-07,1008,N20,VIIRS,n,2,278.43,0.71,N,2
34.04279,-118.55589,355.46,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,284.5,81.3,D,0
34.03759,-118.57298,326.39,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,281.46,11.57,D,3
34.04539,-118.54736,356.49,0.78,0.78,2025-01-07,1946,N20,VIIRS,l,2,281.19,80.92,D,0
34.05526,-118.53992,330.07,0.77,0.78,2025-01-07,1946,N20,VIIRS,n,2,283.25,80.92,D,0
34.05272,-118.5483,351.9,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,299.59,80.92,D,0
34.04766,-118.56494,355.85,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,286.68,81.3,D,0
34.04472,-118.57464,330.36,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,284.38,11.57,D,0
34.05016,-118.55674,279.63,0.78,0.78,2025-01-07,1946,N20,VIIRS,l,2,303.26,81.3,D,0
34.06005,-118.54927,344.34,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,297.5,34.54,D,0
34.05758,-118.5574,334.55,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,278.75,32.71,D,0
34.06276,-118.54034,356.82,0.77,0.78,2025-01-07,1946,N20,VIIRS,l,2,267.14,34.54,D,0
34.06744,-118.55001,342.03,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,273.3,34.54,D,0
34.05154,-118.54543,367,0.77,0.78,2025-01-07,1946,N20,VIIRS,h,2,294.18,118.57,D,0
34.04625,-118.56249,351.39,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,289.35,42.79,D,0
34.04346,-118.57147,342.19,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,284.82,42.79,D,0
34.0562,-118.55506,344.02,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,280.03,118.57,D,0
34.05392,-118.5624,334.52,0.78,0.78,2025-01-07,1946,N20,VIIRS,n,2,283.69,42.79,D,0
34.0589,-118.54635,356,0.77,0.78,2025-01-07,1946,N20,VIIRS,l,2,287.27,118.57,D,0
34.06642,-118.5467,356.44,0.77,0.78,2025-01-07,1946,N20,VIIRS,l,2,281.48,36.95,D,0
34.03763,-118.55579,334.66,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,289.32,2.56,D,0
34.04321,-118.54524,342.48,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,290.48,69.3,D,0
34.04271,-118.55099,349.14,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,305.05,69.3,D,0
34.04221,-118.55679,335.91,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,308.94,168.51,D,0
34.04171,-118.56258,343.9,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,291.98,168.51,D,0
34.04679,-118.55788,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,h,2,335.77,168.51,D,0
34.04627,-118.56377,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,h,2,339.52,168.51,D,0
34.04926,-118.52931,328.04,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,294.55,4.64,D,0
34.04877,-118.53493,335.56,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,290.9,4.61,D,0
34.04827,-118.54077,326.83,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,290.28,4.61,D,0
34.04776,-118.54655,351.27,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,293,69.3,D,0
34.05285,-118.54179,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,h,2,295.78,124,D,0
34.05185,-118.55328,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,h,2,339.05,149.62,D,0
34.05435,-118.5246,338.3,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,294.33,257.71,D,0
34.05386,-118.53021,340.5,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,308.68,257.71,D,0
34.05337,-118.5359,345.38,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,305.42,124,D,0
34.05234,-118.54762,352.56,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,304.45,149.62,D,0
34.05135,-118.55912,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,l,2,374.36,379.41,D,0
34.05843,-118.53138,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,h,2,359.46,257.71,D,0
34.05693,-118.54867,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,h,2,299.37,149.62,D,0
34.05894,-118.52561,347.32,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,295.56,257.71,D,0
34.05742,-118.54296,354.43,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,296.66,124,D,0
34.05589,-118.56045,347.71,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,295.86,379.41,D,0
34.05793,-118.53712,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,l,2,351.28,124,D,0
34.06248,-118.53847,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,h,2,355.68,83.38,D,0
34.06351,-118.52681,332.31,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,295.04,106.02,D,0
34.06199,-118.54417,356.59,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,302.58,83.38,D,0
34.0615,-118.54975,329.18,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,291.92,12.51,D,0
34.063,-118.53262,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,l,2,331.11,106.02,D,0
34.06705,-118.53973,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,h,2,335.38,83.38,D,0
34.06755,-118.53401,344.67,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,296.19,106.02,D,0
34.06654,-118.54547,354.28,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,321.07,83.38,D,0
34.06607,-118.55087,329.57,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,298.89,12.51,D,0
34.07161,-118.54099,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,h,2,341.99,175.37,D,0
34.07212,-118.53522,343.97,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,293.2,90.39,D,0
34.0711,-118.54676,344.22,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,310.54,175.37,D,0
34.06528,-118.54726,348.35,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,316.13,49,D,0
34.06574,-118.54161,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,l,2,333.4,158.53,D,0
34.07031,-118.54295,367,0.53,0.5,2025-01-07,2127,N20,VIIRS,h,2,334.4,158.53,D,0
34.07078,-118.53707,347.78,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,306.17,158.53,D,0
34.06985,-118.54851,339,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,304.89,49,D,0
34.07537,-118.53818,341.65,0.53,0.5,2025-01-07,2127,N20,VIIRS,n,2,292.07,65.74,D,0
34.07489,-118.54412,306.94,0.53,0.5,2025-01-07,2127,N20,VIIRS,l,2,320.48,65.74,D,0
34.4318,-118.64336,311.49,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,280.81,0.61,N,2
34.42846,-118.64418,301.02,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,279.83,0.39,N,2
34.33966,-118.48068,348.45,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,295.2,19.26,N,0
34.34112,-118.48911,296.33,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,280.28,0.54,N,0
34.33704,-118.48566,344.25,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.62,19.26,N,0
34.33629,-118.48138,347.69,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,290.45,19.26,N,0
34.33554,-118.47701,341.98,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,294.96,24.6,N,0
34.33476,-118.4725,307.12,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,296.26,24.6,N,0
34.33215,-118.47762,351.51,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,294.82,11.44,N,0
34.33138,-118.47317,348.58,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.39,11.44,N,0
34.3344,-118.4906,308.09,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,281.93,55.47,N,0
34.33364,-118.48628,299.89,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,281.7,5.06,N,0
34.3329,-118.48199,306.87,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.15,5.06,N,0
34.33062,-118.46876,316.16,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.03,6.58,N,0
34.33176,-118.49558,322.88,0.4,0.37,2025-01-08,0949,N20,VIIRS,n,2,282.24,55.47,N,0
34.33102,-118.49129,367,0.41,0.37,2025-01-08,0949,N20,VIIRS,h,2,337.33,55.47,N,0
34.33026,-118.48691,321.89,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.42,5.06,N,0
34.32877,-118.47825,320.07,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.61,11.44,N,0
34.32801,-118.47385,340.83,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.57,11.44,N,0
34.32951,-118.48258,295.25,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,281.86,5.06,N,0
34.32725,-118.46948,314.07,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,290.71,6.58,N,0
34.14271,-117.42959,305.11,0.44,0.38,2025-01-08,0949,N20,VIIRS,n,2,280.63,0.67,N,2
34.32765,-118.492,335.62,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.85,26.69,N,0
34.3269,-118.48766,302.85,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,282.42,1.98,N,0
34.32615,-118.48331,318.32,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,282.99,1.98,N,0
34.32464,-118.47462,296.26,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,281.82,1.17,N,0
34.13637,-117.49417,327.98,0.43,0.38,2025-01-08,0949,N20,VIIRS,n,2,282.82,6.5,N,0
34.13291,-117.49505,335.86,0.43,0.38,2025-01-08,0949,N20,VIIRS,n,2,285.07,6.5,N,0
34.22377,-118.09962,312.35,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,276.52,0.53,N,0
34.22293,-118.09492,312.19,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,276.83,0.67,N,0
34.22117,-118.10493,297.05,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,276.4,0.53,N,0
34.22035,-118.10033,303.57,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,277.54,0.53,N,0
34.21952,-118.09568,304.26,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,278.44,0.67,N,0
34.21869,-118.091,300.2,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,278.6,0.67,N,0
34.21775,-118.1056,332.33,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,278.38,264.81,N,0
34.21696,-118.1011,367,0.42,0.37,2025-01-08,0949,N20,VIIRS,h,2,320.55,264.81,N,0
34.21614,-118.0965,335.57,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,292.73,181.72,N,0
34.2153,-118.09181,307.83,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,279.82,181.72,N,0
34.21433,-118.10625,334.14,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,315.16,264.81,N,0
34.21189,-118.09258,367,0.42,0.37,2025-01-08,0949,N20,VIIRS,h,2,343.32,181.72,N,0
34.21509,-118.11051,301.23,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,278.93,1.75,N,0
34.21106,-118.08789,312.69,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,281.96,7.95,N,0
34.21394,-118.12399,333.94,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,295.84,47.79,N,0
34.21317,-118.11967,328.75,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.64,47.79,N,0
34.21089,-118.10678,335.53,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,310.13,66.34,N,0
34.21011,-118.10239,335.66,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,331.66,66.34,N,0
34.20929,-118.09777,367,0.42,0.37,2025-01-08,0949,N20,VIIRS,h,2,343.19,82.62,N,0
34.20845,-118.09312,367,0.42,0.37,2025-01-08,0949,N20,VIIRS,h,2,339.21,82.62,N,0
34.20764,-118.08856,322.54,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.42,14.77,N,0
34.21164,-118.11105,310.06,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,281.02,47.29,N,0
34.21049,-118.1245,367,0.41,0.37,2025-01-08,0949,N20,VIIRS,h,2,326.6,47.79,N,0
34.20972,-118.12016,348.65,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,307.31,47.79,N,0
34.20819,-118.11155,352.52,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,297.31,47.29,N,0
34.20743,-118.10726,350.12,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,299.21,66.34,N,0
34.20664,-118.10281,354.26,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,292.95,66.34,N,0
34.20581,-118.09818,350.56,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,306.97,82.62,N,0
34.205,-118.09361,353.57,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,297.77,82.62,N,0
34.20346,-118.08497,325.5,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,281.39,14.77,N,0
34.20271,-118.08075,329.04,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.31,8.09,N,0
34.21127,-118.12885,297.98,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,281.34,1.14,N,0
34.20422,-118.08923,305.87,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,282.46,14.77,N,0
34.19966,-118.06358,310.21,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,278.85,0.99,N,0
34.20705,-118.12506,348.72,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,297.01,32.36,N,0
34.20627,-118.12065,367,0.41,0.37,2025-01-08,0949,N20,VIIRS,h,2,292.65,32.36,N,0
34.20552,-118.11639,349.53,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,291.27,4.7,N,0
34.20475,-118.11211,339.87,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.55,4.7,N,0
34.20317,-118.10323,324.2,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.94,1.97,N,0
34.20236,-118.09871,334.02,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.91,4.66,N,0
34.20158,-118.09428,345.36,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,292.38,4.66,N,0
34.20082,-118.09,322.67,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.61,21.76,N,0
34.20006,-118.08576,346.18,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,307.67,21.76,N,0
34.19932,-118.08157,331.58,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,286.95,32.28,N,0
34.19699,-118.0685,330.37,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,290.15,14.6,N,0
34.19623,-118.06419,331.02,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,302.34,12.7,N,0
34.20783,-118.12943,296.15,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,282.16,5.59,N,0
34.20397,-118.10771,318.96,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.66,1.97,N,0
34.19542,-118.05967,310.72,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,280.48,12.7,N,0
34.20438,-118.12998,328.88,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.33,5.59,N,0
34.20361,-118.12561,342.8,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,306.21,32.36,N,0
34.20282,-118.12117,343.34,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,291.99,32.36,N,0
34.19817,-118.09505,336.32,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,288.55,4.66,N,0
34.19666,-118.08656,356.31,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,291.48,21.76,N,0
34.19591,-118.08232,329.39,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,309.47,32.28,N,0
34.19514,-118.07799,349.19,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.6,32.28,N,0
34.19434,-118.07349,328.33,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,282.91,14.6,N,0
34.19355,-118.06907,329.62,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,281.81,14.6,N,0
34.19278,-118.06478,345.92,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,292.31,12.7,N,0
34.19199,-118.06033,326.14,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.6,12.7,N,0
34.19117,-118.05576,324.99,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.5,3.48,N,0
34.19034,-118.05116,327.99,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.28,3.48,N,0
34.20206,-118.11692,317.84,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.27,4.7,N,0
34.20131,-118.11266,310.78,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.51,4.7,N,0
34.20052,-118.10823,302.36,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.41,1.97,N,0
34.19971,-118.10371,317.48,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.19,1.97,N,0
34.19893,-118.09933,317.06,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.58,4.66,N,0
34.19741,-118.09077,316.83,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,282.96,21.76,N,0
34.20097,-118.13066,328.76,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.63,4.8,N,0
34.20019,-118.12627,350.5,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,294.48,67.87,N,0
34.19941,-118.12192,336.3,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,302.63,67.87,N,0
34.19863,-118.11749,352.26,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,288.71,49.27,N,0
34.19785,-118.11317,324.94,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.01,49.27,N,0
34.19399,-118.09143,329.08,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,283.22,2.51,N,0
34.19089,-118.07405,334.4,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,287.97,5.17,N,0
34.19011,-118.06967,345.08,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.29,5.17,N,0
34.18934,-118.06535,320.8,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,282.06,2.64,N,0
34.18856,-118.06098,334.22,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.96,2.64,N,0
34.18776,-118.0565,367,0.42,0.37,2025-01-08,0949,N20,VIIRS,h,2,297.92,16.58,N,0
34.18693,-118.05188,330.65,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,303.65,16.58,N,0
34.19706,-118.10868,307.79,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,284.23,10.28,N,0
34.19624,-118.10412,308.05,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,285.24,10.28,N,0
34.19322,-118.08713,308.12,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,281.99,2.51,N,0
34.19168,-118.07848,316.73,0.42,0.37,2025-01-08,0949,N20,VIIRS,n,2,281.89,5.63,N,0
34.19678,-118.12701,333.93,0.41,0.37,2025-01-08,0949,N20,VIIRS,n,2,289.58,67.87,N,0
34.19599,-118.12257,367,0.41,0.37,2025-01-08,0949,N20,VIIRS,h,2,331.31,67.87,N,0
